file_path,file_name,file_size_bytes,modality,vocal_channel,emotion_id,emotion_name,intensity_id,intensity_level,statement_id,statement_text,repetition_id,actor_id,speaker_id,gender,fold
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01.wav,431546,03,01,5,angry,1,normal,1,Kids are talking by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-05-01-01-02-01.wav,03-01-05-01-01-02-01.wav,437952,03,01,5,angry,1,normal,1,Kids are talking by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-05-02-01-01-01.wav,03-01-05-02-01-01-01.wav,455342,03,01,5,angry,2,strong,1,Kids are talking by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-05-02-01-02-01.wav,03-01-05-02-01-02-01.wav,479606,03,01,5,angry,2,strong,1,Kids are talking by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-05-01-02-01-01.wav,03-01-05-01-02-01-01.wav,396310,03,01,5,angry,1,normal,2,Dogs are sitting by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-05-01-02-02-01.wav,03-01-05-01-02-02-01.wav,418732,03,01,5,angry,1,normal,2,Dogs are sitting by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-05-02-02-01-01.wav,03-01-05-02-02-01-01.wav,457178,03,01,5,angry,2,strong,2,Dogs are sitting by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-05-02-02-02-01.wav,03-01-05-02-02-02-01.wav,486012,03,01,5,angry,2,strong,2,Dogs are sitting by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-06-01-01-01-01.wav,03-01-06-01-01-01-01.wav,412342,03,01,6,fearful,1,normal,1,Kids are talking by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-06-01-01-02-01.wav,03-01-06-01-01-02-01.wav,409140,03,01,6,fearful,1,normal,1,Kids are talking by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-06-02-01-01-01.wav,03-01-06-02-01-01-01.wav,540470,03,01,6,fearful,2,strong,1,Kids are talking by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-06-02-01-02-01.wav,03-01-06-02-01-02-01.wav,466786,03,01,6,fearful,2,strong,1,Kids are talking by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-06-01-02-01-01.wav,03-01-06-01-02-01-01.wav,389916,03,01,6,fearful,1,normal,2,Dogs are sitting by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-06-01-02-02-01.wav,03-01-06-01-02-02-01.wav,415544,03,01,6,fearful,1,normal,2,Dogs are sitting by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-06-02-02-01-01.wav,03-01-06-02-02-01-01.wav,441170,03,01,6,fearful,2,strong,2,Dogs are sitting by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-06-02-02-02-01.wav,03-01-06-02-02-02-01.wav,434766,03,01,6,fearful,2,strong,2,Dogs are sitting by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-07-01-01-01-01.wav,03-01-07-01-01-01-01.wav,431554,03,01,7,disgust,1,normal,1,Kids are talking by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-07-01-01-02-01.wav,03-01-07-01-01-02-01.wav,434756,03,01,7,disgust,1,normal,1,Kids are talking by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-07-02-01-01-01.wav,03-01-07-02-01-01-01.wav,473196,03,01,7,disgust,2,strong,1,Kids are talking by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-07-02-01-02-01.wav,03-01-07-02-01-02-01.wav,453978,03,01,7,disgust,2,strong,1,Kids are talking by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-07-01-02-01-01.wav,03-01-07-01-02-01-01.wav,434760,03,01,7,disgust,1,normal,2,Dogs are sitting by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-07-01-02-02-01.wav,03-01-07-01-02-02-01.wav,428354,03,01,7,disgust,1,normal,2,Dogs are sitting by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-07-02-02-01-01.wav,03-01-07-02-02-01-01.wav,447572,03,01,7,disgust,2,strong,2,Dogs are sitting by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-07-02-02-02-01.wav,03-01-07-02-02-02-01.wav,479602,03,01,7,disgust,2,strong,2,Dogs are sitting by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-08-01-01-01-01.wav,03-01-08-01-01-01-01.wav,386692,03,01,8,surprised,1,normal,1,Kids are talking by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-08-01-01-02-01.wav,03-01-08-01-01-02-01.wav,373882,03,01,8,surprised,1,normal,1,Kids are talking by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-08-02-01-01-01.wav,03-01-08-02-01-01-01.wav,389898,03,01,8,surprised,2,strong,1,Kids are talking by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-08-02-01-02-01.wav,03-01-08-02-01-02-01.wav,402712,03,01,8,surprised,2,strong,1,Kids are talking by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-08-01-02-01-01.wav,03-01-08-01-02-01-01.wav,399392,03,01,8,surprised,1,normal,2,Dogs are sitting by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-08-01-02-02-01.wav,03-01-08-01-02-02-01.wav,687780,03,01,8,surprised,1,normal,2,Dogs are sitting by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-08-02-02-01-01.wav,03-01-08-02-02-01-01.wav,396306,03,01,8,surprised,2,strong,2,Dogs are sitting by the door,1,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_01\03-01-08-02-02-02-01.wav,03-01-08-02-02-02-01.wav,373884,03,01,8,surprised,2,strong,2,Dogs are sitting by the door,2,1,Actor_01,male,2
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-01-01-01-01-02.wav,03-01-01-01-01-01-02.wav,410114,03,01,1,neutral,1,normal,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-01-01-01-02-02.wav,03-01-01-01-01-02-02.wav,406912,03,01,1,neutral,1,normal,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-01-01-02-01-02.wav,03-01-01-01-02-01-02.wav,422926,03,01,1,neutral,1,normal,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-01-01-02-02-02.wav,03-01-01-01-02-02-02.wav,406910,03,01,1,neutral,1,normal,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-02-01-01-01-02.wav,03-01-02-01-01-01-02.wav,429350,03,01,2,calm,1,normal,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-02-01-01-02-02.wav,03-01-02-01-01-02-02.wav,445370,03,01,2,calm,1,normal,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-02-02-01-01-02.wav,03-01-02-02-01-01-02.wav,458184,03,01,2,calm,2,strong,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-02-02-01-02-02.wav,03-01-02-02-01-02-02.wav,448574,03,01,2,calm,2,strong,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-02-01-02-01-02.wav,03-01-02-01-02-01-02.wav,429354,03,01,2,calm,1,normal,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-02-01-02-02-02.wav,03-01-02-01-02-02-02.wav,442166,03,01,2,calm,1,normal,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-02-02-02-01-02.wav,03-01-02-02-02-01-02.wav,454980,03,01,2,calm,2,strong,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-02-02-02-02-02.wav,03-01-02-02-02-02-02.wav,454980,03,01,2,calm,2,strong,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-03-01-01-01-02.wav,03-01-03-01-01-01-02.wav,406932,03,01,3,happy,1,normal,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-03-01-01-02-02.wav,03-01-03-01-01-02-02.wav,416540,03,01,3,happy,1,normal,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-03-02-01-01-02.wav,03-01-03-02-01-01-02.wav,416542,03,01,3,happy,2,strong,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-03-02-01-02-02.wav,03-01-03-02-01-02-02.wav,413338,03,01,3,happy,2,strong,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-03-01-02-01-02.wav,03-01-03-01-02-01-02.wav,422948,03,01,3,happy,1,normal,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-03-01-02-02-02.wav,03-01-03-01-02-02-02.wav,419746,03,01,3,happy,1,normal,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-03-02-02-01-02.wav,03-01-03-02-02-01-02.wav,416542,03,01,3,happy,2,strong,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-03-02-02-02-02.wav,03-01-03-02-02-02-02.wav,432556,03,01,3,happy,2,strong,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-04-01-01-01-02.wav,03-01-04-01-01-01-02.wav,429334,03,01,4,sad,1,normal,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-04-01-01-02-02.wav,03-01-04-01-01-02-02.wav,422928,03,01,4,sad,1,normal,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-04-02-01-01-02.wav,03-01-04-02-01-01-02.wav,419730,03,01,4,sad,2,strong,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-04-02-01-02-02.wav,03-01-04-02-01-02-02.wav,422930,03,01,4,sad,2,strong,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-04-01-02-01-02.wav,03-01-04-01-02-01-02.wav,419722,03,01,4,sad,1,normal,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-04-01-02-02-02.wav,03-01-04-01-02-02-02.wav,422928,03,01,4,sad,1,normal,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-04-02-02-01-02.wav,03-01-04-02-02-01-02.wav,416524,03,01,4,sad,2,strong,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-04-02-02-02-02.wav,03-01-04-02-02-02-02.wav,413322,03,01,4,sad,2,strong,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-05-01-01-01-02.wav,03-01-05-01-01-01-02.wav,413322,03,01,5,angry,1,normal,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-05-01-01-02-02.wav,03-01-05-01-01-02-02.wav,413322,03,01,5,angry,1,normal,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-05-02-01-01-02.wav,03-01-05-02-01-01-02.wav,435746,03,01,5,angry,2,strong,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-05-02-01-02-02.wav,03-01-05-02-01-02-02.wav,445354,03,01,5,angry,2,strong,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-05-01-02-01-02.wav,03-01-05-01-02-01-02.wav,422930,03,01,5,angry,1,normal,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-05-01-02-02-02.wav,03-01-05-01-02-02-02.wav,426124,03,01,5,angry,1,normal,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-05-02-02-01-02.wav,03-01-05-02-02-01-02.wav,445372,03,01,5,angry,2,strong,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-05-02-02-02-02.wav,03-01-05-02-02-02-02.wav,445368,03,01,5,angry,2,strong,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-06-01-01-01-02.wav,03-01-06-01-01-01-02.wav,410134,03,01,6,fearful,1,normal,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-06-01-01-02-02.wav,03-01-06-01-01-02-02.wav,419742,03,01,6,fearful,1,normal,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-06-02-01-01-02.wav,03-01-06-02-01-01-02.wav,426040,03,01,6,fearful,2,strong,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-06-02-01-02-02.wav,03-01-06-02-01-02-02.wav,410126,03,01,6,fearful,2,strong,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-06-01-02-01-02.wav,03-01-06-01-02-01-02.wav,413336,03,01,6,fearful,1,normal,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-06-01-02-02-02.wav,03-01-06-01-02-02-02.wav,419732,03,01,6,fearful,1,normal,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-06-02-02-01-02.wav,03-01-06-02-02-01-02.wav,406922,03,01,6,fearful,2,strong,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-06-02-02-02-02.wav,03-01-06-02-02-02-02.wav,406928,03,01,6,fearful,2,strong,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-07-01-01-01-02.wav,03-01-07-01-01-01-02.wav,413334,03,01,7,disgust,1,normal,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-07-01-01-02-02.wav,03-01-07-01-01-02-02.wav,408986,03,01,7,disgust,1,normal,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-07-02-01-01-02.wav,03-01-07-02-01-01-02.wav,458178,03,01,7,disgust,2,strong,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-07-02-01-02-02.wav,03-01-07-02-01-02-02.wav,458178,03,01,7,disgust,2,strong,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-07-01-02-01-02.wav,03-01-07-01-02-01-02.wav,431722,03,01,7,disgust,1,normal,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-07-01-02-02-02.wav,03-01-07-01-02-02-02.wav,429350,03,01,7,disgust,1,normal,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-07-02-02-01-02.wav,03-01-07-02-02-01-02.wav,444508,03,01,7,disgust,2,strong,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-07-02-02-02-02.wav,03-01-07-02-02-02-02.wav,448570,03,01,7,disgust,2,strong,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-08-01-01-01-02.wav,03-01-08-01-01-01-02.wav,400524,03,01,8,surprised,1,normal,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-08-01-01-02-02.wav,03-01-08-01-01-02-02.wav,400524,03,01,8,surprised,1,normal,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-08-02-01-01-02.wav,03-01-08-02-01-01-02.wav,419742,03,01,8,surprised,2,strong,1,Kids are talking by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-08-02-01-02-02.wav,03-01-08-02-01-02-02.wav,422946,03,01,8,surprised,2,strong,1,Kids are talking by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-08-01-02-01-02.wav,03-01-08-01-02-01-02.wav,406930,03,01,8,surprised,1,normal,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-08-01-02-02-02.wav,03-01-08-01-02-02-02.wav,400524,03,01,8,surprised,1,normal,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-08-02-02-01-02.wav,03-01-08-02-02-01-02.wav,419744,03,01,8,surprised,2,strong,2,Dogs are sitting by the door,1,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_02\03-01-08-02-02-02-02.wav,03-01-08-02-02-02-02.wav,426150,03,01,8,surprised,2,strong,2,Dogs are sitting by the door,2,2,Actor_02,female,0
B:\Experiments\Project Peter\Data\Raw\Actor_03\03-01-01-01-01-01-03.wav,03-01-01-01-01-01-03.wav,379588,03,01,1,neutral,1,normal,1,Kids are talking by the door,1,3,Actor_03,male,1
B:\Experiments\Project Peter\Data\Raw\Actor_03\03-01-01-01-01-02-03.wav,03-01-01-01-01-02-03.wav,385994,03,01,1,neutral,1,normal,1,Kids are talking by the door,2,3,Actor_03,male,1
B:\Experiments\Project Peter\Data\Raw\Actor_03\03-01-01-01-02-01-03.wav,03-01-01-01-02-01-03.wav,385986,03,01,1,neutral,1,normal,2,Dogs are sitting by the door,1,3,Actor_03,male,1
B:\Experiments\Project Peter\Data\Raw\Actor_03\03-01-01-01-02-02-03.wav,03-01-01-01-02-02-03.wav,382784,03,01,1,neutral,1,normal,2,Dogs are sitting by the door,2,3,Actor_03,male,1
B:\Experiments\Project Peter\Data\Raw\Actor_03\03-01-02-01-01-01-03.wav,03-01-02-01-01-01-03.wav,418036,03,01,2,calm,1,normal,1,Kids are talking by the door,1,3,Actor_03,male,1
B:\Experiments\Project Peter\Data\Raw\Actor_03\03-01-02-01-01-02-03.wav,03-01-02-01-01-02-03.wav,408426,03,01,2,calm,1,normal,1,Kids are talking by the door,2,3,Actor_03,male,1
B:\Experiments\Project Peter\Data\Raw\Actor_03\03-01-02-02-01-01-03.wav,03-01-02-02-01-01-03.wav,437254,03,01,2,calm,2,strong,1,Kids are talking by the door,1,3,Actor_03,male,1
B:\Experiments\Project Peter\Data\Raw\Actor_03\03-01-02-02-01-02-03.wav,03-01-02-02-01-02-03.wav,430848,03,01,2,calm,2,strong,1,Kids are talking by the door,2,3,Actor_03,male,1
B:\Experiments\Project Peter\Data\Raw\Actor_03\03-01-02-01-02-01-03.wav,03-01-02-01-02-01-03.wav,418038,03,01,2,calm,1,normal,2,Dogs are sitting by the door,1,3,Actor_03,male,1
B:\Experiments\Project Peter\Data\Raw\Actor_03\03-01-02-01-02-02-03.wav,03-01-02-01-02-02-03.wav,430844,03,01,2,calm,1,normal,2,Dogs are sitting by the door,2,3,Actor_03,male,1
B:\Experiments\Project Peter\Data\Raw\Actor_03\03-01-02-02-02-01-03.wav,03-01-02-02-02-01-03.wav,446862,03,01,2,calm,2,strong,2,Dogs are sitting by the door,1,3,Actor_03,male,1
