sample_idx,filename,speaker_id,gender,fold,emotion_name,predicted_class,p_original,k_percent,p_masked_salient,p_masked_least,delta_p_salient,delta_p_least,faithfulness_gap,is_faithful
1153,03-01-03-01-01-02-20.wav,Actor_20,female,4,happy,5,0.2567025125026703,10.0,0.08547232300043106,0.08547232300043106,0.17123018950223923,0.17123018950223923,0.0,0
1153,03-01-03-01-01-02-20.wav,Actor_20,female,4,happy,5,0.2567025125026703,20.0,0.08547232300043106,0.08547232300043106,0.17123018950223923,0.17123018950223923,0.0,0
1153,03-01-03-01-01-02-20.wav,Actor_20,female,4,happy,5,0.2567025125026703,30.0,0.08547232300043106,0.08547232300043106,0.17123018950223923,0.17123018950223923,0.0,0
1280,03-01-04-01-01-01-22.wav,Actor_22,female,1,sad,1,0.48675599694252014,10.0,0.19857458770275116,0.43031373620033264,0.288181409239769,0.0564422607421875,0.23173914849758148,1
1280,03-01-04-01-01-01-22.wav,Actor_22,female,1,sad,1,0.48675599694252014,20.0,0.05608223378658295,0.43031373620033264,0.4306737631559372,0.0564422607421875,0.3742315024137497,1
1280,03-01-04-01-01-01-22.wav,Actor_22,female,1,sad,1,0.48675599694252014,30.0,0.017138995230197906,0.43031373620033264,0.46961700171232224,0.0564422607421875,0.41317474097013474,1
1165,03-01-04-01-02-02-20.wav,Actor_20,female,4,sad,1,0.37667059898376465,10.0,0.060289088636636734,0.1441272497177124,0.3163815103471279,0.23254334926605225,0.08383816108107567,1
1165,03-01-04-01-02-02-20.wav,Actor_20,female,4,sad,1,0.37667059898376465,20.0,0.009117133915424347,0.1441272497177124,0.3675534650683403,0.23254334926605225,0.13501011580228806,1
1165,03-01-04-01-02-02-20.wav,Actor_20,female,4,sad,1,0.37667059898376465,30.0,0.00311967427842319,0.1441272497177124,0.37355092470534146,0.23254334926605225,0.1410075754392892,1
1161,03-01-04-01-01-02-20.wav,Actor_20,female,4,sad,1,0.4130064845085144,10.0,0.04788060113787651,0.021369965746998787,0.3651258833706379,0.3916365187615156,-0.026510635390877724,0
1161,03-01-04-01-01-02-20.wav,Actor_20,female,4,sad,1,0.4130064845085144,20.0,0.0045812660828232765,0.021369965746998787,0.40842521842569113,0.3916365187615156,0.01678869966417551,1
1161,03-01-04-01-01-02-20.wav,Actor_20,female,4,sad,1,0.4130064845085144,30.0,0.001730371848680079,0.021369965746998787,0.4112761126598343,0.3916365187615156,0.019639593898318708,1
1288,03-01-05-01-01-01-22.wav,Actor_22,female,1,angry,3,0.23436351120471954,10.0,0.19703058898448944,0.04794120416045189,0.0373329222202301,0.18642230704426765,-0.14908938482403755,0
1288,03-01-05-01-01-01-22.wav,Actor_22,female,1,angry,3,0.23436351120471954,20.0,0.1972268521785736,0.04794120416045189,0.037136659026145935,0.18642230704426765,-0.14928564801812172,0
1288,03-01-05-01-01-01-22.wav,Actor_22,female,1,angry,3,0.23436351120471954,30.0,0.052579425275325775,0.04794120416045189,0.18178408592939377,0.18642230704426765,-0.004638221114873886,0
1173,03-01-05-01-02-02-20.wav,Actor_20,female,4,angry,5,0.29626521468162537,10.0,0.22972190380096436,0.2068350613117218,0.06654331088066101,0.08943015336990356,-0.022886842489242554,0
1173,03-01-05-01-02-02-20.wav,Actor_20,female,4,angry,5,0.29626521468162537,20.0,0.21206849813461304,0.14382757246494293,0.08419671654701233,0.15243764221668243,-0.0682409256696701,0
1173,03-01-05-01-02-02-20.wav,Actor_20,female,4,angry,5,0.29626521468162537,30.0,0.10533586144447327,0.1529814749956131,0.1909293532371521,0.14328373968601227,0.04764561355113983,1
1169,03-01-05-01-01-02-20.wav,Actor_20,female,4,angry,2,0.31839147210121155,10.0,0.2761610150337219,0.1891317069530487,0.042230457067489624,0.12925976514816284,-0.08702930808067322,0
1169,03-01-05-01-01-02-20.wav,Actor_20,female,4,angry,2,0.31839147210121155,20.0,0.28441768884658813,0.1891317069530487,0.03397378325462341,0.12925976514816284,-0.09528598189353943,0
1169,03-01-05-01-01-02-20.wav,Actor_20,female,4,angry,2,0.31839147210121155,30.0,0.2814072072505951,0.1891317069530487,0.036984264850616455,0.12925976514816284,-0.09227550029754639,0
1296,03-01-06-01-01-01-22.wav,Actor_22,female,1,fearful,5,0.27983570098876953,10.0,0.23785464465618134,0.1229180097579956,0.041981056332588196,0.15691769123077393,-0.11493663489818573,0
1296,03-01-06-01-01-01-22.wav,Actor_22,female,1,fearful,5,0.27983570098876953,20.0,0.26331526041030884,0.1229180097579956,0.016520440578460693,0.15691769123077393,-0.14039725065231323,0
1296,03-01-06-01-01-01-22.wav,Actor_22,female,1,fearful,5,0.27983570098876953,30.0,0.08547232300043106,0.1229180097579956,0.19436337798833847,0.15691769123077393,0.037445686757564545,1
1181,03-01-06-01-02-02-20.wav,Actor_20,female,4,fearful,1,0.5435023307800293,10.0,0.07757662236690521,0.5158911943435669,0.4659257084131241,0.027611136436462402,0.4383145719766617,1
1181,03-01-06-01-02-02-20.wav,Actor_20,female,4,fearful,1,0.5435023307800293,20.0,0.01680711656808853,0.5158911943435669,0.5266952142119408,0.027611136436462402,0.49908407777547836,1
1181,03-01-06-01-02-02-20.wav,Actor_20,female,4,fearful,1,0.5435023307800293,30.0,0.007206690963357687,0.5158911943435669,0.5362956398166716,0.027611136436462402,0.5086845033802092,1
1177,03-01-06-01-01-02-20.wav,Actor_20,female,4,fearful,3,0.22631555795669556,10.0,0.21388199925422668,0.05033960938453674,0.012433558702468872,0.1759759485721588,-0.16354238986968994,0
1177,03-01-06-01-01-02-20.wav,Actor_20,female,4,fearful,3,0.22631555795669556,20.0,0.052579425275325775,0.05033960938453674,0.17373613268136978,0.1759759485721588,-0.002239815890789032,0
1177,03-01-06-01-01-02-20.wav,Actor_20,female,4,fearful,3,0.22631555795669556,30.0,0.052579425275325775,0.05033960938453674,0.17373613268136978,0.1759759485721588,-0.002239815890789032,0
1304,03-01-07-01-01-01-22.wav,Actor_22,female,1,disgust,3,0.21516558527946472,10.0,0.1931648999452591,0.05647424980998039,0.022000685334205627,0.15869133546948433,-0.1366906501352787,0
1304,03-01-07-01-01-01-22.wav,Actor_22,female,1,disgust,3,0.21516558527946472,20.0,0.1296643614768982,0.05647424980998039,0.08550122380256653,0.15869133546948433,-0.0731901116669178,0
1304,03-01-07-01-01-01-22.wav,Actor_22,female,1,disgust,3,0.21516558527946472,30.0,0.1390044242143631,0.05647424980998039,0.07616116106510162,0.15869133546948433,-0.0825301744043827,0
1189,03-01-07-01-02-02-20.wav,Actor_20,female,4,disgust,6,0.523711085319519,10.0,0.5018109083175659,0.9294271469116211,0.021900177001953125,-0.40571606159210205,0.4276162385940552,1
1189,03-01-07-01-02-02-20.wav,Actor_20,female,4,disgust,6,0.523711085319519,20.0,0.16622616350650787,0.9294271469116211,0.35748492181301117,-0.40571606159210205,0.7632009834051132,1
1189,03-01-07-01-02-02-20.wav,Actor_20,female,4,disgust,6,0.523711085319519,30.0,0.22521260380744934,0.9294271469116211,0.2984984815120697,-0.40571606159210205,0.7042145431041718,1
1185,03-01-07-01-01-02-20.wav,Actor_20,female,4,disgust,6,0.7613466382026672,10.0,0.2883121371269226,0.854155421257019,0.47303450107574463,-0.0928087830543518,0.5658432841300964,1
1185,03-01-07-01-01-02-20.wav,Actor_20,female,4,disgust,6,0.7613466382026672,20.0,0.12805825471878052,0.8470628261566162,0.6332883834838867,-0.08571618795394897,0.7190045714378357,1
1185,03-01-07-01-01-02-20.wav,Actor_20,female,4,disgust,6,0.7613466382026672,30.0,0.15998955070972443,0.921251654624939,0.6013570874929428,-0.15990501642227173,0.7612621039152145,1
1312,03-01-08-01-01-01-22.wav,Actor_22,female,1,surprised,7,0.2681322991847992,10.0,0.15224911272525787,0.12547814846038818,0.11588318645954132,0.142654150724411,-0.02677096426486969,0
1312,03-01-08-01-01-01-22.wav,Actor_22,female,1,surprised,7,0.2681322991847992,20.0,0.0560341477394104,0.12547814846038818,0.2120981514453888,0.142654150724411,0.06944400072097778,1
1312,03-01-08-01-01-01-22.wav,Actor_22,female,1,surprised,7,0.2681322991847992,30.0,0.05204761400818825,0.12547814846038818,0.21608468517661095,0.142654150724411,0.07343053445219994,1
1197,03-01-08-01-02-02-20.wav,Actor_20,female,4,surprised,2,0.245356947183609,10.0,0.06338819861412048,0.06338819861412048,0.18196874856948853,0.18196874856948853,0.0,0
1197,03-01-08-01-02-02-20.wav,Actor_20,female,4,surprised,2,0.245356947183609,20.0,0.06338819861412048,0.06338819861412048,0.18196874856948853,0.18196874856948853,0.0,0
1197,03-01-08-01-02-02-20.wav,Actor_20,female,4,surprised,2,0.245356947183609,30.0,0.06338819861412048,0.06338819861412048,0.18196874856948853,0.18196874856948853,0.0,0
1193,03-01-08-01-01-02-20.wav,Actor_20,female,4,surprised,2,0.25645509362220764,10.0,0.1766301691532135,0.07959578931331635,0.07982492446899414,0.1768593043088913,-0.09703437983989716,0
1193,03-01-08-01-01-02-20.wav,Actor_20,female,4,surprised,2,0.25645509362220764,20.0,0.07106675952672958,0.07959578931331635,0.18538833409547806,0.1768593043088913,0.008529029786586761,1
1193,03-01-08-01-01-02-20.wav,Actor_20,female,4,surprised,2,0.25645509362220764,30.0,0.033958952873945236,0.07959578931331635,0.2224961407482624,0.1768593043088913,0.04563683643937111,1
723,03-01-01-01-02-02-13.wav,Actor_13,male,1,neutral,0,0.2073962539434433,10.0,0.070310078561306,0.06489947438240051,0.1370861753821373,0.14249677956104279,-0.005410604178905487,0
723,03-01-01-01-02-02-13.wav,Actor_13,male,1,neutral,0,0.2073962539434433,20.0,0.04166125878691673,0.05472249910235405,0.16573499515652657,0.15267375484108925,0.013061240315437317,1
723,03-01-01-01-02-02-13.wav,Actor_13,male,1,neutral,0,0.2073962539434433,30.0,0.00956718996167183,0.054144587367773056,0.19782906398177147,0.15325166657567024,0.04457739740610123,1
1200,03-01-01-01-01-01-21.wav,Actor_21,male,0,neutral,6,0.4788908362388611,10.0,0.1369040161371231,0.7920406460762024,0.341986820101738,-0.3131498098373413,0.6551366299390793,1
1200,03-01-01-01-01-01-21.wav,Actor_21,male,0,neutral,6,0.4788908362388611,20.0,0.1287325769662857,0.7920406460762024,0.3501582592725754,-0.3131498098373413,0.6633080691099167,1
1200,03-01-01-01-01-01-21.wav,Actor_21,male,0,neutral,6,0.4788908362388611,30.0,0.19352243840694427,0.8107536435127258,0.2853683978319168,-0.33186280727386475,0.6172312051057816,1
722,03-01-01-01-02-01-13.wav,Actor_13,male,1,neutral,0,0.26719823479652405,10.0,0.13051125407218933,0.11014718562364578,0.13668698072433472,0.15705104917287827,-0.02036406844854355,0
722,03-01-01-01-02-01-13.wav,Actor_13,male,1,neutral,0,0.26719823479652405,20.0,0.061827223747968674,0.061821095645427704,0.20537101104855537,0.20537713915109634,-6.128102540969849e-06,0
722,03-01-01-01-02-01-13.wav,Actor_13,male,1,neutral,0,0.26719823479652405,30.0,0.012235015630722046,0.0646655261516571,0.254963219165802,0.20253270864486694,0.05243051052093506,1
1204,03-01-02-01-01-01-21.wav,Actor_21,male,0,calm,1,0.5772754549980164,10.0,0.22713102400302887,0.06570033729076385,0.3501444309949875,0.5115751177072525,-0.16143068671226501,0
1204,03-01-02-01-01-01-21.wav,Actor_21,male,0,calm,1,0.5772754549980164,20.0,0.1173299103975296,0.06570033729076385,0.45994554460048676,0.5115751177072525,-0.05162957310676575,0
1204,03-01-02-01-01-01-21.wav,Actor_21,male,0,calm,1,0.5772754549980164,30.0,0.0725402906537056,0.06570033729076385,0.5047351643443108,0.5115751177072525,-0.006839953362941742,0
1089,03-01-02-01-02-02-19.wav,Actor_19,male,1,calm,1,0.5846155285835266,10.0,0.10582524538040161,0.40947550535202026,0.478790283203125,0.17514002323150635,0.30365025997161865,1
1089,03-01-02-01-02-02-19.wav,Actor_19,male,1,calm,1,0.5846155285835266,20.0,0.04213694855570793,0.40947550535202026,0.5424785800278187,0.17514002323150635,0.36733855679631233,1
1089,03-01-02-01-02-02-19.wav,Actor_19,male,1,calm,1,0.5846155285835266,30.0,0.014699192717671394,0.40947550535202026,0.5699163358658552,0.17514002323150635,0.39477631263434887,1
1085,03-01-02-01-01-02-19.wav,Actor_19,male,1,calm,1,0.7412896156311035,10.0,0.38535380363464355,0.36623615026474,0.35593581199645996,0.3750534653663635,-0.019117653369903564,0
1085,03-01-02-01-01-02-19.wav,Actor_19,male,1,calm,1,0.7412896156311035,20.0,0.16752023994922638,0.36623615026474,0.5737693756818771,0.3750534653663635,0.1987159103155136,1
1085,03-01-02-01-01-02-19.wav,Actor_19,male,1,calm,1,0.7412896156311035,30.0,0.08555617928504944,0.36623615026474,0.6557334363460541,0.3750534653663635,0.28067997097969055,1
1212,03-01-03-01-01-01-21.wav,Actor_21,male,0,happy,6,0.2781734764575958,10.0,0.20875339210033417,0.6844753623008728,0.06942008435726166,-0.406301885843277,0.47572197020053864,1
1212,03-01-03-01-01-01-21.wav,Actor_21,male,0,happy,6,0.2781734764575958,20.0,0.21598954498767853,0.6844753623008728,0.0621839314699173,-0.406301885843277,0.4684858173131943,1
1212,03-01-03-01-01-01-21.wav,Actor_21,male,0,happy,6,0.2781734764575958,30.0,0.2165437638759613,0.7026824951171875,0.06162971258163452,-0.4245090186595917,0.4861387312412262,1
1097,03-01-03-01-02-02-19.wav,Actor_19,male,1,happy,0,0.2714829444885254,10.0,0.08334768563508987,0.16249589622020721,0.18813525885343552,0.10898704826831818,0.07914821058511734,1
1097,03-01-03-01-02-02-19.wav,Actor_19,male,1,happy,0,0.2714829444885254,20.0,0.0457628108561039,0.16249589622020721,0.2257201336324215,0.10898704826831818,0.11673308536410332,1
1097,03-01-03-01-02-02-19.wav,Actor_19,male,1,happy,0,0.2714829444885254,30.0,0.04340238869190216,0.07273666560649872,0.22808055579662323,0.19874627888202667,0.029334276914596558,1
1093,03-01-03-01-01-02-19.wav,Actor_19,male,1,happy,6,0.21272777020931244,10.0,0.3145974278450012,0.4895143210887909,-0.10186965763568878,-0.27678655087947845,0.17491689324378967,1
1093,03-01-03-01-01-02-19.wav,Actor_19,male,1,happy,6,0.21272777020931244,20.0,0.21391262114048004,0.4895143210887909,-0.0011848509311676025,-0.27678655087947845,0.27560169994831085,1
1093,03-01-03-01-01-02-19.wav,Actor_19,male,1,happy,6,0.21272777020931244,30.0,0.14576944708824158,0.604522168636322,0.06695832312107086,-0.3917943984270096,0.45875272154808044,1
1220,03-01-04-01-01-01-21.wav,Actor_21,male,0,sad,6,0.6048864722251892,10.0,0.6447394490242004,0.8619542121887207,-0.03985297679901123,-0.2570677399635315,0.21721476316452026,1
1220,03-01-04-01-01-01-21.wav,Actor_21,male,0,sad,6,0.6048864722251892,20.0,0.5980991721153259,0.8619542121887207,0.006787300109863281,-0.2570677399635315,0.2638550400733948,1
1220,03-01-04-01-01-01-21.wav,Actor_21,male,0,sad,6,0.6048864722251892,30.0,0.620479166507721,0.8710402250289917,-0.015592694282531738,-0.2661537528038025,0.25056105852127075,1
1105,03-01-04-01-02-02-19.wav,Actor_19,male,1,sad,1,0.7443128824234009,10.0,0.34256693720817566,0.2686092257499695,0.4017459452152252,0.4757036566734314,-0.07395771145820618,0
1105,03-01-04-01-02-02-19.wav,Actor_19,male,1,sad,1,0.7443128824234009,20.0,0.06064210459589958,0.2686092257499695,0.6836707778275013,0.4757036566734314,0.2079671211540699,1
1105,03-01-04-01-02-02-19.wav,Actor_19,male,1,sad,1,0.7443128824234009,30.0,0.011565995402634144,0.2686092257499695,0.7327468870207667,0.4757036566734314,0.25704323034733534,1
1101,03-01-04-01-01-02-19.wav,Actor_19,male,1,sad,1,0.691886842250824,10.0,0.16817718744277954,0.44023779034614563,0.5237096548080444,0.25164905190467834,0.2720606029033661,1
1101,03-01-04-01-01-02-19.wav,Actor_19,male,1,sad,1,0.691886842250824,20.0,0.02802586369216442,0.44023779034614563,0.6638609785586596,0.25164905190467834,0.4122119266539812,1
1101,03-01-04-01-01-02-19.wav,Actor_19,male,1,sad,1,0.691886842250824,30.0,0.01050996407866478,0.44023779034614563,0.6813768781721592,0.25164905190467834,0.42972782626748085,1
1228,03-01-05-01-01-01-21.wav,Actor_21,male,0,angry,4,0.5239617228507996,10.0,0.4598972201347351,0.5453451871871948,0.06406450271606445,-0.021383464336395264,0.08544796705245972,1
1228,03-01-05-01-01-01-21.wav,Actor_21,male,0,angry,4,0.5239617228507996,20.0,0.4370845854282379,0.5986512303352356,0.08687713742256165,-0.07468950748443604,0.16156664490699768,1
1228,03-01-05-01-01-01-21.wav,Actor_21,male,0,angry,4,0.5239617228507996,30.0,0.3936805725097656,0.6325795650482178,0.13028115034103394,-0.10861784219741821,0.23889899253845215,1
1113,03-01-05-01-02-02-19.wav,Actor_19,male,1,angry,4,0.22296427190303802,10.0,0.22845183312892914,0.23329319059848785,-0.005487561225891113,-0.010328918695449829,0.004841357469558716,1
1113,03-01-05-01-02-02-19.wav,Actor_19,male,1,angry,4,0.22296427190303802,20.0,0.2704322338104248,0.24966761469841003,-0.04746796190738678,-0.02670334279537201,-0.02076461911201477,0
1113,03-01-05-01-02-02-19.wav,Actor_19,male,1,angry,4,0.22296427190303802,30.0,0.30149704217910767,0.239624485373497,-0.07853277027606964,-0.016660213470458984,-0.06187255680561066,0
1109,03-01-05-01-01-02-19.wav,Actor_19,male,1,angry,4,0.2591947615146637,10.0,0.2660905420780182,0.2803782820701599,-0.006895780563354492,-0.021183520555496216,0.014287739992141724,1
1109,03-01-05-01-01-02-19.wav,Actor_19,male,1,angry,4,0.2591947615146637,20.0,0.25735488533973694,0.2869766056537628,0.0018398761749267578,-0.02778184413909912,0.02962172031402588,1
1109,03-01-05-01-01-02-19.wav,Actor_19,male,1,angry,4,0.2591947615146637,30.0,0.1966215968132019,0.2838190495967865,0.06257316470146179,-0.024624288082122803,0.0871974527835846,1
1236,03-01-06-01-01-01-21.wav,Actor_21,male,0,fearful,6,0.778896152973175,10.0,0.09920819848775864,0.8380458950996399,0.6796879544854164,-0.059149742126464844,0.7388376966118813,1
1236,03-01-06-01-01-01-21.wav,Actor_21,male,0,fearful,6,0.778896152973175,20.0,0.1489717811346054,0.8756718635559082,0.6299243718385696,-0.09677571058273315,0.7267000824213028,1
1236,03-01-06-01-01-01-21.wav,Actor_21,male,0,fearful,6,0.778896152973175,30.0,0.17886251211166382,0.8822141885757446,0.6000336408615112,-0.10331803560256958,0.7033516764640808,1
1121,03-01-06-01-02-02-19.wav,Actor_19,male,1,fearful,6,0.24739691615104675,10.0,0.07278981804847717,0.8335080742835999,0.17460709810256958,-0.5861111581325531,0.7607182562351227,1
1121,03-01-06-01-02-02-19.wav,Actor_19,male,1,fearful,6,0.24739691615104675,20.0,0.12746906280517578,0.8335080742835999,0.11992785334587097,-0.5861111581325531,0.7060390114784241,1
1121,03-01-06-01-02-02-19.wav,Actor_19,male,1,fearful,6,0.24739691615104675,30.0,0.2523753046989441,0.8335080742835999,-0.004978388547897339,-0.5861111581325531,0.5811327695846558,1
1117,03-01-06-01-01-02-19.wav,Actor_19,male,1,fearful,0,0.24977760016918182,10.0,0.10488323867321014,0.1849205046892166,0.14489436149597168,0.06485709547996521,0.08003726601600647,1
1117,03-01-06-01-01-02-19.wav,Actor_19,male,1,fearful,0,0.24977760016918182,20.0,0.06835873425006866,0.12165670096874237,0.18141886591911316,0.12812089920043945,0.053297966718673706,1
1117,03-01-06-01-01-02-19.wav,Actor_19,male,1,fearful,0,0.24977760016918182,30.0,0.0034829690121114254,0.12129490822553635,0.2462946311570704,0.12848269194364548,0.11781193921342492,1
1244,03-01-07-01-01-01-21.wav,Actor_21,male,0,disgust,6,0.8080646991729736,10.0,0.160596564412117,0.8854556679725647,0.6474681347608566,-0.07739096879959106,0.7248591035604477,1
1244,03-01-07-01-01-01-21.wav,Actor_21,male,0,disgust,6,0.8080646991729736,20.0,0.12625975906848907,0.8854556679725647,0.6818049401044846,-0.07739096879959106,0.7591959089040756,1
1244,03-01-07-01-01-01-21.wav,Actor_21,male,0,disgust,6,0.8080646991729736,30.0,0.15413932502269745,0.9132757186889648,0.6539253741502762,-0.10521101951599121,0.7591363936662674,1
1129,03-01-07-01-02-02-19.wav,Actor_19,male,1,disgust,6,0.7713425159454346,10.0,0.1277487725019455,0.8680076003074646,0.6435937434434891,-0.09666508436203003,0.7402588278055191,1
1129,03-01-07-01-02-02-19.wav,Actor_19,male,1,disgust,6,0.7713425159454346,20.0,0.11397392302751541,0.8680076003074646,0.6573685929179192,-0.09666508436203003,0.7540336772799492,1
1129,03-01-07-01-02-02-19.wav,Actor_19,male,1,disgust,6,0.7713425159454346,30.0,0.11948856711387634,0.8943912386894226,0.6518539488315582,-0.12304872274398804,0.7749026715755463,1
1125,03-01-07-01-01-02-19.wav,Actor_19,male,1,disgust,6,0.802863359451294,10.0,0.6827351450920105,0.8870808482170105,0.12012821435928345,-0.08421748876571655,0.204345703125,1
1125,03-01-07-01-01-02-19.wav,Actor_19,male,1,disgust,6,0.802863359451294,20.0,0.46839332580566406,0.8870808482170105,0.3344700336456299,-0.08421748876571655,0.41868752241134644,1
1125,03-01-07-01-01-02-19.wav,Actor_19,male,1,disgust,6,0.802863359451294,30.0,0.3344321846961975,0.8870808482170105,0.46843117475509644,-0.08421748876571655,0.552648663520813,1
1252,03-01-08-01-01-01-21.wav,Actor_21,male,0,surprised,4,0.26250749826431274,10.0,0.249455988407135,0.3018582761287689,0.013051509857177734,-0.03935077786445618,0.05240228772163391,1
1252,03-01-08-01-01-01-21.wav,Actor_21,male,0,surprised,4,0.26250749826431274,20.0,0.253089964389801,0.2990899980068207,0.009417533874511719,-0.036582499742507935,0.04600003361701965,1
1252,03-01-08-01-01-01-21.wav,Actor_21,male,0,surprised,4,0.26250749826431274,30.0,0.2894573211669922,0.2168598622083664,-0.026949822902679443,0.04564763605594635,-0.0725974589586258,0
1137,03-01-08-01-02-02-19.wav,Actor_19,male,1,surprised,7,0.19332560896873474,10.0,0.06961820274591446,0.0996766984462738,0.12370740622282028,0.09364891052246094,0.030058495700359344,1
1137,03-01-08-01-02-02-19.wav,Actor_19,male,1,surprised,7,0.19332560896873474,20.0,0.06961820274591446,0.0996766984462738,0.12370740622282028,0.09364891052246094,0.030058495700359344,1
1137,03-01-08-01-02-02-19.wav,Actor_19,male,1,surprised,7,0.19332560896873474,30.0,0.06961820274591446,0.0996766984462738,0.12370740622282028,0.09364891052246094,0.030058495700359344,1
1133,03-01-08-01-01-02-19.wav,Actor_19,male,1,surprised,3,0.19330337643623352,10.0,0.13465383648872375,0.035428136587142944,0.058649539947509766,0.15787523984909058,-0.09922569990158081,0
1133,03-01-08-01-01-02-19.wav,Actor_19,male,1,surprised,3,0.19330337643623352,20.0,0.1269376128911972,0.035428136587142944,0.06636576354503632,0.15787523984909058,-0.09150947630405426,0
1133,03-01-08-01-01-02-19.wav,Actor_19,male,1,surprised,3,0.19330337643623352,30.0,0.052579425275325775,0.035428136587142944,0.14072395116090775,0.15787523984909058,-0.01715128868818283,0
